local_date,day_state,target_count,raw_message_count,operational_message_count,non_operational_message_count,incident_like_message_count,duplicate_candidate_members,reconstructed_incident_count_lower_bound,compiled_local_message_count,required_utc_source_dates,source_statuses,coverage_complete
2022-07-12,observed_nonzero,3,6,2,4,4,2,3,6,2022-07-12|2022-07-13,2022-07-12:nonempty_completed|2022-07-13:nonempty_completed,True
2022-07-13,observed_nonzero,6,8,2,6,6,0,6,8,2022-07-13|2022-07-14,2022-07-13:nonempty_completed|2022-07-14:nonempty_completed,True
2022-07-14,observed_nonzero,4,6,2,4,4,0,4,6,2022-07-14|2022-07-15,2022-07-14:nonempty_completed|2022-07-15:nonempty_completed,True
2022-07-15,observed_nonzero,1,3,2,1,1,0,1,3,2022-07-15|2022-07-16,2022-07-15:nonempty_completed|2022-07-16:nonempty_completed,True
2022-07-16,observed_nonzero,3,5,2,3,3,0,3,5,2022-07-16|2022-07-17,2022-07-16:nonempty_completed|2022-07-17:nonempty_completed,True
2022-07-17,observed_nonzero,4,8,2,6,5,2,4,8,2022-07-17|2022-07-18,2022-07-17:nonempty_completed|2022-07-18:nonempty_completed,True
2022-07-18,observed_nonzero,3,5,1,4,4,2,3,5,2022-07-18|2022-07-19,2022-07-18:nonempty_completed|2022-07-19:nonempty_completed,True
2022-07-19,observed_nonzero,5,7,1,6,6,2,5,7,2022-07-19|2022-07-20,2022-07-19:nonempty_completed|2022-07-20:nonempty_completed,True
2022-07-20,observed_nonzero,1,4,2,2,2,2,1,4,2022-07-20|2022-07-21,2022-07-20:nonempty_completed|2022-07-21:nonempty_completed,True
2022-07-21,observed_nonzero,1,3,2,1,1,0,1,3,2022-07-21|2022-07-22,2022-07-21:nonempty_completed|2022-07-22:nonempty_completed,True
2022-07-22,observed_nonzero,7,11,2,9,9,3,7,11,2022-07-22|2022-07-23,2022-07-22:nonempty_completed|2022-07-23:nonempty_completed,True
2022-07-23,observed_nonzero,6,8,2,6,6,0,6,8,2022-07-23|2022-07-24,2022-07-23:nonempty_completed|2022-07-24:nonempty_completed,True
2022-07-24,observed_zero,0,0,0,0,0,0,0,0,2022-07-24|2022-07-25,2022-07-24:nonempty_completed|2022-07-25:nonempty_completed,True
2022-07-25,observed_nonzero,7,12,2,10,10,5,7,12,2022-07-25|2022-07-26,2022-07-25:nonempty_completed|2022-07-26:nonempty_completed,True
2022-07-26,observed_nonzero,7,11,2,9,9,3,7,11,2022-07-26|2022-07-27,2022-07-26:nonempty_completed|2022-07-27:nonempty_completed,True
2022-07-27,observed_nonzero,5,6,1,5,5,0,5,6,2022-07-27|2022-07-28,2022-07-27:nonempty_completed|2022-07-28:nonempty_completed,True
2022-07-28,observed_nonzero,3,6,2,4,4,2,3,6,2022-07-28|2022-07-29,2022-07-28:nonempty_completed|2022-07-29:nonempty_completed,True
2022-07-29,observed_nonzero,3,6,2,4,4,2,3,6,2022-07-29|2022-07-30,2022-07-29:nonempty_completed|2022-07-30:nonempty_completed,True
2022-07-30,observed_nonzero,5,7,2,5,5,0,5,7,2022-07-30|2022-07-31,2022-07-30:nonempty_completed|2022-07-31:nonempty_completed,True
2022-07-31,observed_nonzero,1,3,2,1,1,0,1,3,2022-07-31|2022-08-01,2022-07-31:nonempty_completed|2022-08-01:nonempty_completed,True
2022-08-01,observed_nonzero,2,5,2,3,2,0,2,5,2022-08-01|2022-08-02,2022-08-01:nonempty_completed|2022-08-02:nonempty_completed,True
2022-08-02,observed_nonzero,3,6,2,4,4,2,3,6,2022-08-02|2022-08-03,2022-08-02:nonempty_completed|2022-08-03:nonempty_completed,True
2022-08-03,observed_nonzero,1,3,2,1,1,0,1,3,2022-08-03|2022-08-04,2022-08-03:nonempty_completed|2022-08-04:nonempty_completed,True
2022-08-04,observed_nonzero,5,7,2,5,5,0,5,7,2022-08-04|2022-08-05,2022-08-04:nonempty_completed|2022-08-05:nonempty_completed,True
2022-08-05,observed_nonzero,2,5,2,3,3,2,2,5,2022-08-05|2022-08-06,2022-08-05:nonempty_completed|2022-08-06:nonempty_completed,True
2022-08-06,observed_nonzero,4,7,2,5,5,2,4,7,2022-08-06|2022-08-07,2022-08-06:nonempty_completed|2022-08-07:nonempty_completed,True
2022-08-07,observed_nonzero,1,3,2,1,1,0,1,3,2022-08-07|2022-08-08,2022-08-07:nonempty_completed|2022-08-08:nonempty_completed,True
2022-08-08,observed_nonzero,1,3,2,1,1,0,1,3,2022-08-08|2022-08-09,2022-08-08:nonempty_completed|2022-08-09:nonempty_completed,True
2022-08-09,observed_nonzero,3,5,2,3,3,0,3,5,2022-08-09|2022-08-10,2022-08-09:nonempty_completed|2022-08-10:nonempty_completed,True
2022-08-10,observed_nonzero,1,3,2,1,1,0,1,3,2022-08-10|2022-08-11,2022-08-10:nonempty_completed|2022-08-11:nonempty_completed,True
2022-08-11,observed_nonzero,2,4,2,2,2,0,2,4,2022-08-11|2022-08-12,2022-08-11:nonempty_completed|2022-08-12:nonempty_completed,True
2022-08-12,observed_nonzero,3,7,2,5,5,3,3,7,2022-08-12|2022-08-13,2022-08-12:nonempty_completed|2022-08-13:nonempty_completed,True
2022-08-13,observed_nonzero,4,8,2,6,6,3,4,8,2022-08-13|2022-08-14,2022-08-13:nonempty_completed|2022-08-14:nonempty_completed,True
2022-08-14,observed_nonzero,3,5,2,3,3,0,3,5,2022-08-14|2022-08-15,2022-08-14:nonempty_completed|2022-08-15:nonempty_completed,True
2022-08-15,observed_nonzero,3,6,2,4,4,2,3,6,2022-08-15|2022-08-16,2022-08-15:nonempty_completed|2022-08-16:nonempty_completed,True
2022-08-16,observed_nonzero,4,8,2,6,6,4,4,8,2022-08-16|2022-08-17,2022-08-16:nonempty_completed|2022-08-17:nonempty_completed,True
2022-08-17,observed_nonzero,1,4,2,2,2,2,1,4,2022-08-17|2022-08-18,2022-08-17:nonempty_completed|2022-08-18:nonempty_completed,True
2022-08-18,observed_nonzero,3,6,2,4,4,2,3,6,2022-08-18|2022-08-19,2022-08-18:nonempty_completed|2022-08-19:nonempty_completed,True
2022-08-19,observed_nonzero,2,5,2,3,3,2,2,5,2022-08-19|2022-08-20,2022-08-19:nonempty_completed|2022-08-20:nonempty_completed,True
2022-08-20,observed_nonzero,5,8,2,6,6,2,5,8,2022-08-20|2022-08-21,2022-08-20:nonempty_completed|2022-08-21:nonempty_completed,True
2022-08-21,observed_nonzero,5,13,2,11,8,5,5,13,2022-08-21|2022-08-22,2022-08-21:nonempty_completed|2022-08-22:nonempty_completed,True
2022-08-22,observed_nonzero,2,4,2,2,2,0,2,4,2022-08-22|2022-08-23,2022-08-22:nonempty_completed|2022-08-23:nonempty_completed,True
2022-08-23,observed_nonzero,1,3,2,1,1,0,1,3,2022-08-23|2022-08-24,2022-08-23:nonempty_completed|2022-08-24:nonempty_completed,True
2022-08-24,observed_nonzero,4,7,2,5,5,2,4,7,2022-08-24|2022-08-25,2022-08-24:nonempty_completed|2022-08-25:nonempty_completed,True
2022-08-25,observed_nonzero,3,4,1,3,3,0,3,4,2022-08-25|2022-08-26,2022-08-25:nonempty_completed|2022-08-26:nonempty_completed,True
2022-08-26,observed_nonzero,3,4,1,3,3,0,3,4,2022-08-26|2022-08-27,2022-08-26:nonempty_completed|2022-08-27:nonempty_completed,True
2022-08-27,observed_nonzero,3,4,1,3,3,0,3,4,2022-08-27|2022-08-28,2022-08-27:nonempty_completed|2022-08-28:nonempty_completed,True
2022-08-28,observed_nonzero,6,10,2,8,6,0,6,10,2022-08-28|2022-08-29,2022-08-28:nonempty_completed|2022-08-29:nonempty_completed,True
2022-08-29,observed_nonzero,3,5,2,3,3,0,3,5,2022-08-29|2022-08-30,2022-08-29:nonempty_completed|2022-08-30:nonempty_completed,True
2022-08-30,observed_nonzero,3,5,2,3,3,0,3,5,2022-08-30|2022-08-31,2022-08-30:nonempty_completed|2022-08-31:nonempty_completed,True
2022-08-31,observed_nonzero,4,6,2,4,4,0,4,6,2022-08-31|2022-09-01,2022-08-31:nonempty_completed|2022-09-01:nonempty_completed,True
2022-09-01,observed_nonzero,3,5,2,3,3,0,3,5,2022-09-01|2022-09-02,2022-09-01:nonempty_completed|2022-09-02:nonempty_completed,True
2022-09-02,observed_nonzero,5,8,2,6,6,2,5,8,2022-09-02|2022-09-03,2022-09-02:nonempty_completed|2022-09-03:nonempty_completed,True
2022-09-03,observed_zero,0,2,2,0,0,0,0,2,2022-09-03|2022-09-04,2022-09-03:nonempty_completed|2022-09-04:nonempty_completed,True
2022-09-04,observed_nonzero,2,2,0,2,2,0,2,2,2022-09-04|2022-09-05,2022-09-04:nonempty_completed|2022-09-05:nonempty_completed,True
2022-09-05,observed_nonzero,6,9,2,7,7,2,6,9,2022-09-05|2022-09-06,2022-09-05:nonempty_completed|2022-09-06:nonempty_completed,True
2022-09-06,observed_nonzero,1,3,2,1,1,0,1,3,2022-09-06|2022-09-07,2022-09-06:nonempty_completed|2022-09-07:nonempty_completed,True
2022-09-07,observed_nonzero,5,10,2,8,8,5,5,10,2022-09-07|2022-09-08,2022-09-07:nonempty_completed|2022-09-08:nonempty_completed,True
2022-09-08,observed_nonzero,4,6,2,4,4,0,4,6,2022-09-08|2022-09-09,2022-09-08:nonempty_completed|2022-09-09:nonempty_completed,True
2022-09-09,observed_nonzero,3,5,2,3,3,0,3,5,2022-09-09|2022-09-10,2022-09-09:nonempty_completed|2022-09-10:nonempty_completed,True
2022-09-10,observed_nonzero,3,5,0,5,5,3,3,5,2022-09-10|2022-09-11,2022-09-10:nonempty_completed|2022-09-11:nonempty_completed,True
2022-09-11,observed_nonzero,5,6,1,5,5,0,5,6,2022-09-11|2022-09-12,2022-09-11:nonempty_completed|2022-09-12:nonempty_completed,True
2022-09-12,observed_nonzero,3,8,2,6,6,5,3,8,2022-09-12|2022-09-13,2022-09-12:nonempty_completed|2022-09-13:nonempty_completed,True
2022-09-13,observed_nonzero,7,12,2,10,10,5,7,12,2022-09-13|2022-09-14,2022-09-13:nonempty_completed|2022-09-14:nonempty_completed,True
2022-09-14,observed_nonzero,3,5,2,3,3,0,3,5,2022-09-14|2022-09-15,2022-09-14:nonempty_completed|2022-09-15:nonempty_completed,True
2022-09-15,observed_nonzero,2,5,2,3,3,2,2,5,2022-09-15|2022-09-16,2022-09-15:nonempty_completed|2022-09-16:nonempty_completed,True
2022-09-16,observed_nonzero,4,6,2,4,4,0,4,6,2022-09-16|2022-09-17,2022-09-16:nonempty_completed|2022-09-17:nonempty_completed,True
2022-09-17,observed_nonzero,3,3,0,3,3,0,3,3,2022-09-17|2022-09-18,2022-09-17:nonempty_completed|2022-09-18:nonempty_completed,True
2022-09-18,observed_nonzero,3,5,2,3,3,0,3,5,2022-09-18|2022-09-19,2022-09-18:nonempty_completed|2022-09-19:nonempty_completed,True
2022-09-19,observed_zero,0,2,2,0,0,0,0,2,2022-09-19|2022-09-20,2022-09-19:nonempty_completed|2022-09-20:nonempty_completed,True
2022-09-20,observed_zero,0,2,2,0,0,0,0,2,2022-09-20|2022-09-21,2022-09-20:nonempty_completed|2022-09-21:nonempty_completed,True
2022-09-21,observed_zero,0,1,1,0,0,0,0,1,2022-09-21|2022-09-22,2022-09-21:nonempty_completed|2022-09-22:nonempty_completed,True
2022-09-22,observed_nonzero,2,4,2,2,2,0,2,4,2022-09-22|2022-09-23,2022-09-22:nonempty_completed|2022-09-23:nonempty_completed,True
2022-09-23,observed_zero,0,2,2,0,0,0,0,2,2022-09-23|2022-09-24,2022-09-23:nonempty_completed|2022-09-24:nonempty_completed,True
2022-09-24,observed_nonzero,6,8,1,7,6,0,6,8,2022-09-24|2022-09-25,2022-09-24:nonempty_completed|2022-09-25:nonempty_completed,True
2022-09-25,observed_nonzero,3,6,2,4,4,2,3,6,2022-09-25|2022-09-26,2022-09-25:nonempty_completed|2022-09-26:nonempty_completed,True
2022-09-26,observed_nonzero,4,8,2,6,6,4,4,8,2022-09-26|2022-09-27,2022-09-26:nonempty_completed|2022-09-27:nonempty_completed,True
2022-09-27,coverage_unknown,,5,2,3,3,2,2,5,2022-09-27|2022-09-28,2022-09-27:nonempty_completed|2022-09-28:empty_unverified,False
2022-09-28,coverage_unknown,,1,0,1,1,0,1,1,2022-09-28|2022-09-29,2022-09-28:empty_unverified|2022-09-29:nonempty_completed,False
2022-09-29,observed_nonzero,2,6,2,4,2,0,2,6,2022-09-29|2022-09-30,2022-09-29:nonempty_completed|2022-09-30:nonempty_completed,True
2022-09-30,observed_nonzero,4,8,2,6,6,4,4,8,2022-09-30|2022-10-01,2022-09-30:nonempty_completed|2022-10-01:nonempty_completed,True
2022-10-01,observed_nonzero,1,4,2,2,2,2,1,4,2022-10-01|2022-10-02,2022-10-01:nonempty_completed|2022-10-02:nonempty_completed,True
2022-10-02,observed_nonzero,2,5,2,3,2,0,2,5,2022-10-02|2022-10-03,2022-10-02:nonempty_completed|2022-10-03:nonempty_completed,True
2022-10-03,observed_zero,0,2,2,0,0,0,0,2,2022-10-03|2022-10-04,2022-10-03:nonempty_completed|2022-10-04:nonempty_completed,True
2022-10-04,observed_zero,0,2,2,0,0,0,0,2,2022-10-04|2022-10-05,2022-10-04:nonempty_completed|2022-10-05:nonempty_completed,True
2022-10-05,observed_nonzero,4,8,2,6,5,2,4,8,2022-10-05|2022-10-06,2022-10-05:nonempty_completed|2022-10-06:nonempty_completed,True
2022-10-06,observed_nonzero,3,5,2,3,3,0,3,5,2022-10-06|2022-10-07,2022-10-06:nonempty_completed|2022-10-07:nonempty_completed,True
2022-10-07,observed_nonzero,5,9,2,7,7,3,5,9,2022-10-07|2022-10-08,2022-10-07:nonempty_completed|2022-10-08:nonempty_completed,True
2022-10-08,observed_zero,0,2,2,0,0,0,0,2,2022-10-08|2022-10-09,2022-10-08:nonempty_completed|2022-10-09:nonempty_completed,True
2022-10-09,observed_nonzero,3,6,2,4,4,2,3,6,2022-10-09|2022-10-10,2022-10-09:nonempty_completed|2022-10-10:nonempty_completed,True
2022-10-10,observed_nonzero,1,3,2,1,1,0,1,3,2022-10-10|2022-10-11,2022-10-10:nonempty_completed|2022-10-11:nonempty_completed,True
2022-10-11,observed_nonzero,6,13,2,11,11,8,6,13,2022-10-11|2022-10-12,2022-10-11:nonempty_completed|2022-10-12:nonempty_completed,True
2022-10-12,observed_nonzero,6,8,2,6,6,0,6,8,2022-10-12|2022-10-13,2022-10-12:nonempty_completed|2022-10-13:nonempty_completed,True
2022-10-13,observed_nonzero,1,3,2,1,1,0,1,3,2022-10-13|2022-10-14,2022-10-13:nonempty_completed|2022-10-14:nonempty_completed,True
2022-10-14,observed_nonzero,5,9,1,8,8,5,5,9,2022-10-14|2022-10-15,2022-10-14:nonempty_completed|2022-10-15:nonempty_completed,True
2022-10-15,observed_nonzero,4,5,1,4,4,0,4,5,2022-10-15|2022-10-16,2022-10-15:nonempty_completed|2022-10-16:nonempty_completed,True
2022-10-16,observed_nonzero,1,3,2,1,1,0,1,3,2022-10-16|2022-10-17,2022-10-16:nonempty_completed|2022-10-17:nonempty_completed,True
2022-10-17,observed_nonzero,1,4,2,2,2,2,1,4,2022-10-17|2022-10-18,2022-10-17:nonempty_completed|2022-10-18:nonempty_completed,True
2022-10-18,observed_nonzero,4,6,2,4,4,0,4,6,2022-10-18|2022-10-19,2022-10-18:nonempty_completed|2022-10-19:nonempty_completed,True
2022-10-19,observed_nonzero,4,6,2,4,4,0,4,6,2022-10-19|2022-10-20,2022-10-19:nonempty_completed|2022-10-20:nonempty_completed,True
2022-10-20,observed_zero,0,2,2,0,0,0,0,2,2022-10-20|2022-10-21,2022-10-20:nonempty_completed|2022-10-21:nonempty_completed,True
2022-10-21,observed_nonzero,3,6,2,4,4,2,3,6,2022-10-21|2022-10-22,2022-10-21:nonempty_completed|2022-10-22:nonempty_completed,True
2022-10-22,observed_nonzero,1,4,2,2,2,2,1,4,2022-10-22|2022-10-23,2022-10-22:nonempty_completed|2022-10-23:nonempty_completed,True
2022-10-23,observed_nonzero,3,5,2,3,3,0,3,5,2022-10-23|2022-10-24,2022-10-23:nonempty_completed|2022-10-24:nonempty_completed,True
2022-10-24,observed_nonzero,2,5,2,3,3,2,2,5,2022-10-24|2022-10-25,2022-10-24:nonempty_completed|2022-10-25:nonempty_completed,True
2022-10-25,observed_nonzero,2,4,2,2,2,0,2,4,2022-10-25|2022-10-26,2022-10-25:nonempty_completed|2022-10-26:nonempty_completed,True
2022-10-26,observed_nonzero,2,4,2,2,2,0,2,4,2022-10-26|2022-10-27,2022-10-26:nonempty_completed|2022-10-27:nonempty_completed,True
2022-10-27,observed_nonzero,2,4,2,2,2,0,2,4,2022-10-27|2022-10-28,2022-10-27:nonempty_completed|2022-10-28:nonempty_completed,True
2022-10-28,observed_nonzero,5,9,2,7,7,3,5,9,2022-10-28|2022-10-29,2022-10-28:nonempty_completed|2022-10-29:nonempty_completed,True
2022-10-29,observed_nonzero,2,3,0,3,3,2,2,3,2022-10-29|2022-10-30,2022-10-29:nonempty_completed|2022-10-30:nonempty_completed,True
2022-10-30,observed_nonzero,1,3,2,1,1,0,1,3,2022-10-30|2022-10-31,2022-10-30:nonempty_completed|2022-10-31:nonempty_completed,True
2022-10-31,observed_nonzero,3,6,2,4,4,2,3,6,2022-10-31|2022-11-01,2022-10-31:nonempty_completed|2022-11-01:nonempty_completed,True
2022-11-01,observed_nonzero,3,5,2,3,3,0,3,5,2022-11-01|2022-11-02,2022-11-01:nonempty_completed|2022-11-02:nonempty_completed,True
2022-11-02,observed_nonzero,3,6,2,4,4,2,3,6,2022-11-02|2022-11-03,2022-11-02:nonempty_completed|2022-11-03:nonempty_completed,True
2022-11-03,observed_nonzero,5,7,2,5,5,0,5,7,2022-11-03|2022-11-04,2022-11-03:nonempty_completed|2022-11-04:nonempty_completed,True
2022-11-04,observed_nonzero,4,6,2,4,4,0,4,6,2022-11-04|2022-11-05,2022-11-04:nonempty_completed|2022-11-05:nonempty_completed,True
2022-11-05,observed_nonzero,2,4,2,2,2,0,2,4,2022-11-05|2022-11-06,2022-11-05:nonempty_completed|2022-11-06:nonempty_completed,True
2022-11-06,observed_zero,0,1,1,0,0,0,0,1,2022-11-06|2022-11-07,2022-11-06:nonempty_completed|2022-11-07:nonempty_completed,True
2022-11-07,observed_nonzero,3,5,2,3,3,0,3,5,2022-11-07|2022-11-08,2022-11-07:nonempty_completed|2022-11-08:nonempty_completed,True
2022-11-08,observed_nonzero,3,6,2,4,4,2,3,6,2022-11-08|2022-11-09,2022-11-08:nonempty_completed|2022-11-09:nonempty_completed,True
2022-11-09,observed_nonzero,5,7,2,5,5,0,5,7,2022-11-09|2022-11-10,2022-11-09:nonempty_completed|2022-11-10:nonempty_completed,True
2022-11-10,observed_nonzero,4,6,2,4,4,0,4,6,2022-11-10|2022-11-11,2022-11-10:nonempty_completed|2022-11-11:nonempty_completed,True
2022-11-11,observed_nonzero,1,3,2,1,1,0,1,3,2022-11-11|2022-11-12,2022-11-11:nonempty_completed|2022-11-12:nonempty_completed,True
2022-11-12,observed_nonzero,2,4,2,2,2,0,2,4,2022-11-12|2022-11-13,2022-11-12:nonempty_completed|2022-11-13:nonempty_completed,True
2022-11-13,observed_nonzero,1,3,2,1,1,0,1,3,2022-11-13|2022-11-14,2022-11-13:nonempty_completed|2022-11-14:nonempty_completed,True
2022-11-14,coverage_unknown,,6,2,4,4,4,2,6,2022-11-14|2022-11-15,2022-11-14:nonempty_completed|2022-11-15:empty_unverified,False
2022-11-15,coverage_unknown,,0,0,0,0,0,0,0,2022-11-15|2022-11-16,2022-11-15:empty_unverified|2022-11-16:nonempty_completed,False
2022-11-16,observed_nonzero,6,9,2,7,7,2,6,9,2022-11-16|2022-11-17,2022-11-16:nonempty_completed|2022-11-17:nonempty_completed,True
2022-11-17,observed_nonzero,3,5,2,3,3,0,3,5,2022-11-17|2022-11-18,2022-11-17:nonempty_completed|2022-11-18:nonempty_completed,True
2022-11-18,observed_nonzero,7,10,2,8,8,2,7,10,2022-11-18|2022-11-19,2022-11-18:nonempty_completed|2022-11-19:nonempty_completed,True
2022-11-19,observed_nonzero,4,6,2,4,4,0,4,6,2022-11-19|2022-11-20,2022-11-19:nonempty_completed|2022-11-20:nonempty_completed,True
2022-11-20,observed_nonzero,4,6,2,4,4,0,4,6,2022-11-20|2022-11-21,2022-11-20:nonempty_completed|2022-11-21:nonempty_completed,True
2022-11-21,observed_nonzero,9,12,2,10,10,2,9,12,2022-11-21|2022-11-22,2022-11-21:nonempty_completed|2022-11-22:nonempty_completed,True
2022-11-22,observed_nonzero,6,9,2,7,7,2,6,9,2022-11-22|2022-11-23,2022-11-22:nonempty_completed|2022-11-23:nonempty_completed,True
2022-11-23,observed_nonzero,4,6,1,5,5,2,4,6,2022-11-23|2022-11-24,2022-11-23:nonempty_completed|2022-11-24:nonempty_completed,True
2022-11-24,observed_nonzero,9,14,2,12,12,6,9,14,2022-11-24|2022-11-25,2022-11-24:nonempty_completed|2022-11-25:nonempty_completed,True
2022-11-25,observed_nonzero,2,3,1,2,2,0,2,3,2022-11-25|2022-11-26,2022-11-25:nonempty_completed|2022-11-26:nonempty_completed,True
2022-11-26,observed_nonzero,1,3,2,1,1,0,1,3,2022-11-26|2022-11-27,2022-11-26:nonempty_completed|2022-11-27:nonempty_completed,True
2022-11-27,observed_nonzero,6,9,2,7,7,2,6,9,2022-11-27|2022-11-28,2022-11-27:nonempty_completed|2022-11-28:nonempty_completed,True
2022-11-28,observed_nonzero,2,3,1,2,2,0,2,3,2022-11-28|2022-11-29,2022-11-28:nonempty_completed|2022-11-29:nonempty_completed,True
2022-11-29,observed_nonzero,1,3,2,1,1,0,1,3,2022-11-29|2022-11-30,2022-11-29:nonempty_completed|2022-11-30:nonempty_completed,True
2022-11-30,observed_nonzero,4,7,2,5,5,2,4,7,2022-11-30|2022-12-01,2022-11-30:nonempty_completed|2022-12-01:nonempty_completed,True
2022-12-01,observed_nonzero,2,4,2,2,2,0,2,4,2022-12-01|2022-12-02,2022-12-01:nonempty_completed|2022-12-02:nonempty_completed,True
2022-12-02,observed_nonzero,4,8,1,7,7,5,4,8,2022-12-02|2022-12-03,2022-12-02:nonempty_completed|2022-12-03:nonempty_completed,True
2022-12-03,observed_nonzero,5,9,2,7,7,4,5,9,2022-12-03|2022-12-04,2022-12-03:nonempty_completed|2022-12-04:nonempty_completed,True
2022-12-04,observed_nonzero,3,9,1,8,5,3,3,9,2022-12-04|2022-12-05,2022-12-04:nonempty_completed|2022-12-05:nonempty_completed,True
2022-12-05,observed_nonzero,4,6,2,4,4,0,4,6,2022-12-05|2022-12-06,2022-12-05:nonempty_completed|2022-12-06:nonempty_completed,True
2022-12-06,observed_nonzero,4,6,2,4,4,0,4,6,2022-12-06|2022-12-07,2022-12-06:nonempty_completed|2022-12-07:nonempty_completed,True
2022-12-07,observed_nonzero,1,3,2,1,1,0,1,3,2022-12-07|2022-12-08,2022-12-07:nonempty_completed|2022-12-08:nonempty_completed,True
2022-12-08,observed_nonzero,4,6,2,4,4,0,4,6,2022-12-08|2022-12-09,2022-12-08:nonempty_completed|2022-12-09:nonempty_completed,True
2022-12-09,observed_nonzero,2,5,2,3,3,2,2,5,2022-12-09|2022-12-10,2022-12-09:nonempty_completed|2022-12-10:nonempty_completed,True
2022-12-10,observed_nonzero,2,4,2,2,2,0,2,4,2022-12-10|2022-12-11,2022-12-10:nonempty_completed|2022-12-11:nonempty_completed,True
2022-12-11,observed_nonzero,5,7,2,5,5,0,5,7,2022-12-11|2022-12-12,2022-12-11:nonempty_completed|2022-12-12:nonempty_completed,True
2022-12-12,observed_nonzero,2,4,2,2,2,0,2,4,2022-12-12|2022-12-13,2022-12-12:nonempty_completed|2022-12-13:nonempty_completed,True
2022-12-13,observed_nonzero,3,5,2,3,3,0,3,5,2022-12-13|2022-12-14,2022-12-13:nonempty_completed|2022-12-14:nonempty_completed,True
2022-12-14,observed_nonzero,4,6,2,4,4,0,4,6,2022-12-14|2022-12-15,2022-12-14:nonempty_completed|2022-12-15:nonempty_completed,True
2022-12-15,observed_nonzero,4,6,2,4,4,0,4,6,2022-12-15|2022-12-16,2022-12-15:nonempty_completed|2022-12-16:nonempty_completed,True
2022-12-16,observed_nonzero,6,12,1,11,11,6,6,12,2022-12-16|2022-12-17,2022-12-16:nonempty_completed|2022-12-17:nonempty_completed,True
2022-12-17,observed_nonzero,5,8,2,6,6,2,5,8,2022-12-17|2022-12-18,2022-12-17:nonempty_completed|2022-12-18:nonempty_completed,True
2022-12-18,observed_nonzero,4,6,2,4,4,0,4,6,2022-12-18|2022-12-19,2022-12-18:nonempty_completed|2022-12-19:nonempty_completed,True
2022-12-19,observed_nonzero,1,3,2,1,1,0,1,3,2022-12-19|2022-12-20,2022-12-19:nonempty_completed|2022-12-20:nonempty_completed,True
2022-12-20,observed_nonzero,6,10,2,8,7,2,6,10,2022-12-20|2022-12-21,2022-12-20:nonempty_completed|2022-12-21:nonempty_completed,True
2022-12-21,observed_nonzero,6,8,2,6,6,0,6,8,2022-12-21|2022-12-22,2022-12-21:nonempty_completed|2022-12-22:nonempty_completed,True
2022-12-22,observed_nonzero,8,11,2,9,9,2,8,11,2022-12-22|2022-12-23,2022-12-22:nonempty_completed|2022-12-23:nonempty_completed,True
2022-12-23,observed_nonzero,4,7,2,5,5,2,4,7,2022-12-23|2022-12-24,2022-12-23:nonempty_completed|2022-12-24:nonempty_completed,True
2022-12-24,observed_zero,0,2,2,0,0,0,0,2,2022-12-24|2022-12-25,2022-12-24:nonempty_completed|2022-12-25:nonempty_completed,True
2022-12-25,observed_nonzero,6,9,1,8,8,4,6,9,2022-12-25|2022-12-26,2022-12-25:nonempty_completed|2022-12-26:nonempty_completed,True
2022-12-26,observed_nonzero,1,3,2,1,1,0,1,3,2022-12-26|2022-12-27,2022-12-26:nonempty_completed|2022-12-27:nonempty_completed,True
2022-12-27,observed_nonzero,5,7,2,5,5,0,5,7,2022-12-27|2022-12-28,2022-12-27:nonempty_completed|2022-12-28:nonempty_completed,True
2022-12-28,observed_nonzero,5,7,2,5,5,0,5,7,2022-12-28|2022-12-29,2022-12-28:nonempty_completed|2022-12-29:nonempty_completed,True
2022-12-29,observed_nonzero,1,3,2,1,1,0,1,3,2022-12-29|2022-12-30,2022-12-29:nonempty_completed|2022-12-30:nonempty_completed,True
2022-12-30,observed_nonzero,4,6,2,4,4,0,4,6,2022-12-30|2022-12-31,2022-12-30:nonempty_completed|2022-12-31:nonempty_completed,True
2022-12-31,observed_nonzero,4,6,2,4,4,0,4,6,2022-12-31|2023-01-01,2022-12-31:nonempty_completed|2023-01-01:nonempty_completed,True
2023-01-01,observed_nonzero,7,10,2,8,8,2,7,10,2023-01-01|2023-01-02,2023-01-01:nonempty_completed|2023-01-02:nonempty_completed,True
2023-01-02,observed_nonzero,1,5,2,3,3,3,1,5,2023-01-02|2023-01-03,2023-01-02:nonempty_completed|2023-01-03:nonempty_completed,True
2023-01-03,observed_nonzero,10,16,2,14,11,2,10,16,2023-01-03|2023-01-04,2023-01-03:nonempty_completed|2023-01-04:nonempty_completed,True
2023-01-04,observed_nonzero,10,15,2,13,13,5,10,15,2023-01-04|2023-01-05,2023-01-04:nonempty_completed|2023-01-05:nonempty_completed,True
2023-01-05,observed_nonzero,3,6,2,4,4,2,3,6,2023-01-05|2023-01-06,2023-01-05:nonempty_completed|2023-01-06:nonempty_completed,True
2023-01-06,observed_nonzero,3,4,1,3,3,0,3,4,2023-01-06|2023-01-07,2023-01-06:nonempty_completed|2023-01-07:nonempty_completed,True
2023-01-07,observed_nonzero,2,4,2,2,2,0,2,4,2023-01-07|2023-01-08,2023-01-07:nonempty_completed|2023-01-08:nonempty_completed,True
